"","X","User_id","Gender","Text","Label"
"3706",3733,815723029,"female","S F  Could Be Much Whiter in 25 Years  While the Rest of Region Gets More Diverse https t conLfzyJQh4g",2
"3707",3734,815723030,"male","I got the simpsons on",3
"3708",3735,815723031,"female","Looking forward to tasting this little lot    thanks to  for the invite  Pics to follow  https t coRdKY8SICEf",2
"3709",3736,815723032,"brand","Somebody call Maury ASAP  When it comes to the PATERNITY of Royalty  Chris Brown is    https t covJQWBw1o0k",1
"3710",3737,815723033,"female","By the time I graduate I ll have 6 college classes done",2
"3711",3738,815723034,"brand","I just got a new cue in    who wants to be the first to get schooled with it  https t coCXkQwKIpkC https t coiut5TjrrYT",1
"3712",3739,815723035,"female","Selfie time at the   awards  ndjfood https t co5jtNrtatEB",2
"3713",3740,815723036,"brand","Read This Book https t coapGMAheS30  9891 Batman  The Court of Owls Mask and Book Set by Scott Snyder   Paperba    https t coXrHkDAJsYY",1
"3714",3741,815723037,"brand","The planet is dying",1
"3715",3742,815723038,"female","She finally is breaking away from the daytime stigma  I could never wish her back",2
"3716",3743,815723039,"female","7 Essay apps to help with the  college  essay https t coInrPVWxERu",2
"3717",3744,815723040,"male","did and fix it instead of letting the same thing happen",3
"3718",3745,815723041,"male","Man V Food is still one of the best shows ever",3
"3719",3746,815723042,"female","If you snapchat me and I don t even know who you are the chances of me snapping you back are quite slim",2
"3720",3747,815723043,"male","Hello Harry hope all is well see you at the next   Leylandhour",3
"3721",3748,815723044,"male","I love you very much and you mean so much to me      I can t wait to hear Made In The A M   I am so so excited             x2 082",3
"3722",3749,815723045,"brand","Amber Rose Pleads the Fifth on Kardashian Jenner Questions   I m Not Doing It  https t coWY1TqQ3mxC https t co2Fq2naIG0y",1
"3723",3750,815723046,"male","Have you heard    Elijah   The Canvas   by W H Y N O T MUSIC on  SoundCloud   np https t co9hgpSj9e7u",3
"3724",3751,815723047,"male","breaking the laws of physics  whichever ones happen to apply to you  is IMPOSSIBLE  with a capital I   Impossible",3
"3725",3752,815723048,"female","psych tutor at lec  where u at cuz i need help in stats  the lady i emailed said to ask the psych tutor for help not the math tutor",2
"3726",3753,815723049,"female","Hello from the other side",2
"3728",3755,815723051,"male","Just caught up on the news via twitter  Don t think I ll come back  Off out now to drink wine in a country that goes on strike all the time",3
"3729",3756,815723052,"brand","Seven miles of traffic after accident on the M4  SEVEN miles of traffic has been caused by an accident on the M4  https t coNwAvXOPRcW",1
"3730",3757,815723053,"brand","Photos of former slaves  taken 70 years after the 13th Amendment  honor 150 years since the abolition of slavery https t coHwJW6CfvTj",1
"3731",3758,815723054,"brand","so do people not want the Marth amiibo anymore or something  https t co18atmYuWv1",1
"3732",3759,815723055,"female","My GOD is THE HEALER",2
"3733",3760,815723056,"brand","god don t come when it s niggas at the door",1
"3734",3761,815723057,"female","4 Simple Metrics to Prove the Value of Your Social Media Marketing Strategy https t cosBPNWGT0wi",2
"3735",3762,815723058,"male","What  you re taking  to the opening night of  Spectre   Wow  what a guy  You re incredible    Tell me about it",3
"3736",3763,815723059,"male","The Digital Entrepreneur  The dream of building a business around digital products and services is as old as t    https t coGy6lVhO7w4",3
"3737",3764,815723060,"female","Living For The City  It  s Hard To Be A Polite Person In New York City  Instead of being courteous in the hopes    https t cojCBLIefMt7",2
"3738",3765,815723061,"brand","The View   Calls Ben Carson    Pathetic       Despicable   for Abortion Comments https t cobNa5pd5ZPO  tcot  p2  news",1
"3739",3766,815723062,"male","Mastodon    Has Learned Some Heavy Lessons on the Road    https t copF3eE0A85u   livinglearning as a band",3
"3740",3767,815723063,"female","I m sorry to hear that     I hope it ll be a road toward a happier you and work out better for you both in the long run",2
"3741",3768,815723064,"female","spiders are the worst",2
"3742",3769,815723065,"male","I will gladly pass up anything containing even the slightest hint of scorpion",3
"3743",3770,815723066,"brand","80  of all pictures on the internet are of naked women   technology  fact",1
"3744",3771,815723067,"male","Another blustery  but clear night on the West Wales Coast   peaceful  beautiful  westisbest",3
"3745",3772,815723068,"male","It s no secret that the both of us Are running out of time",3
"3746",3773,815723069,"female","I took the craziest nap today",2
"3747",3774,815723070,"male","with the past 2 wins we ve had  hope and confidence is all I have bro lol",3
"3748",3775,815723071,"male","yes for the ram on the pick  COYRS",3
"3749",3776,815723072,"male","I still don t understand how the train line past Gillette Stadium isnt used for regular commuter service since it s on the way to Providence",3
"3750",3777,815723073,"female","TODAY IS THE DAY  Let Dominos be your dinner plans for tonight in order    https t co34d1WEuccy",2
"3752",3779,815723075,"brand","Thanks for following us  join the discussion in the app  iOS at https t cottRaa1nZo0  amp  Android at https t colmBoNfdjb0",1
"3753",3780,815723076,"female","thank you all for the music you make you have helped me through a lot I can t wait for what you guys will do in the future",2
"3754",3781,815723077,"male","hello its David Schuman of the NUC All American Game  follow me so I can DM you more about our game",3
"3755",3782,815723078,"male","Maybe now would be a good time to unfollow   I m on the verge of going into a dark place and y all don t wanna be seeing that again",3
"3756",3783,815723079,"male","Ice from da ears to the wrist       CatchUp",3
"3757",3784,815723080,"male","drew knows the beats",3
"3758",3785,815723081,"brand","ApostilleDoc   Proof of Right to Work in the United States   Basic Requirements https t coWe05F3XcRM https t cohl5DWlCDMf",1
"3759",3786,815723082,"male","dang Pete you know all the life hacks",3
"3760",3787,815723083,"brand","Not The Tide related  but y all should listen to this amazing cover of Wake Up by      8MonthsOfTheTide https t coG5YXgIfKLZ",1
"3761",3788,815723084,"male","Shut up   He stabbed the knife deep into his shoulder   Just shut up and scream",3
"3762",3789,815723085,"male","Fotoset  a tourist in the waking world  garhedlund  Outlander Meme       37  Scenes   From 1x01  Sassenac    https t coXtudWddFMn",3
"3763",3790,815723086,"male","Wonderful advice  reminds me of the quote by Hilaire Belloc    I have wandered all my life  and I have also    https t coz0jKDkeFEw",3
"3764",3791,815723087,"male","Nightmare flying with United again   You are a fucking joke on this piece of the earth",3
"3765",3793,815723089,"male","What s the most important component in a relationship",3
"3766",3794,815723090,"female","Thoughts that come in the  mind are perception based not reality based says Lisa Kamen  https t coKztfxTxdaN",2
"3767",3795,815723091,"brand","reverse cell phone number lookup verizon   reverse cell phone lookup click Here    It could be the answer to    https t coLBAlZfWaBZ",1
"3768",3796,815723092,"female","I m a huge fan of the Lego game franchise  Makes me feel young again",2
"3769",3797,815723093,"male","keep your head Bease your still the man      Go Cowboys",3
"3770",3798,815723094,"male","Remember when joey took the L when he made that lil b diss track",3
"3771",3799,815723095,"brand","Thanks for the follow  Top Marketers are driving massive results through email  you can too   https t coAm7OWiOcPg",1
"3772",3800,815723096,"female","thats the girl from the fosters broooo",2
"3773",3801,815723097,"male","I never was a fan of follow the leader",3
"3774",3802,815723098,"male","Niggas in this for the fame I m in the shit for life",3
"3775",3803,815723099,"female","God don t love me  I prayed for these people to be dead by the time school started  They still fucking alive",2
"3776",3804,815723100,"male","I ain t never been down with the Halloween thing  Imma let y all have that",3
"3777",3805,815723101,"male","You approach me with coleslaw and I chop you in the throat I m protected by the law the courts woulda got u for assault with a deadly weapon",3
"3778",3806,815723102,"brand","Came across this photo  not mine  but love to see photos around The Space Needle     by wintertone https t coFYYx2xZggv",1
"3779",3807,815723103,"male","Right at least the house chambers weren  t being burned from the outside",3
"3780",3808,815723104,"male","Gratitude is the first sign of a thinking  rational creature    Solanus Casey  quote",3
"3781",3809,815723105,"brand","On Why  Trans Men Need More Visibility In The Media https t co0nCJTSSWyz",1
"3782",3810,815723106,"brand","Is your desire is to oversee the running of your business from a beach in the Caribbean while sipping a pina colada  Then look no further",1
"3783",3811,815723107,"female","its only 3 40 on monday after noon and i already want it to be the weekend",2
"3784",3812,815723108,"brand","See my latest article on Seeking https t coPDiDBFfNX2 on why I believe Wynn shares are past the low and headed up smartly real soon",1
"3785",3813,815723109,"male","Halloween is the only thing keeping me motivated this week",3
"3786",3814,815723110,"male","lets also learn to respect the will of the people so that we enjoy the benefits of democracy",3
"3787",3815,815723111,"male","I started working on cars straight out the whom https t coWDZ5f6XcoT",3
"3788",3816,815723112,"female","you can t be nice all the time you gotta let some people feel salty",2
"3789",3817,815723113,"female","My birthdays Wednesday and I m not even excited for it  More excited for the time off work",2
"3790",3818,815723114,"male","excited to see the best athletes in the world compete in the most competitive sports league in the world  ThisIsWhyWePlay  sweepstakes",3
"3791",3819,815723115,"brand","Thanks for following us on Twitter  Why not download the app  iOS at https t co23QkhPrDtz  amp  Android https t coUVoFzDxjY8",1
"3792",3820,815723116,"female","MCM since the movie  RV  https t co9Szdk4H6Ej",2
"3793",3821,815723117,"brand","The tan Yeezy Boost 350 has a release date https t coURM1h9LS76",1
"3795",3823,815723119,"male","my dumb ass woulda just turned the heat on           https t coCJ6cXuXTUL",3
"3796",3824,815723120,"male","will onebobbymino collab happen before winner cb  just tell me the fuckin date and ill shut up   at least i wont get my hopes up everytime",3
"3797",3825,815723121,"female","Happy birthday to the coolest photographerLexingtonian I know  Have an awesome day  dude",2
"3798",3826,815723122,"female","why the black fingerless gloves all the sudden    AskHeel",2
"3799",3827,815723123,"brand","Find out why Nevada Ghost Towns are the perfect spooky destination for tour guests  with legends larger than    https t co7GNa3Catlz",1
"3800",3828,815723124,"male","Miss da old days God            now I know what the old heads used to be talkin bout",3
"3801",3829,815723125,"male","Former UNLV star Christian Wood made the Sixers  His early entry into the NBA Draft wasn t met with all positives  but he made it happen",3
"3802",3830,815723126,"brand","ParentingSpot  https t covLRYOyuKHg Friends share  parenting info the free forum  amp  we share them on Social Media You can join this list",1
"3803",3831,815723127,"male","they left me alone in the woods nd took my binoculars",3
"3804",3832,815723128,"male","Reporting live from the fucking gutter bih",3
"3805",3833,815723129,"male","talkradio Laughter  a good glass of  wine  and an econo sized box of Milk Duds are the path to true zen  Listen now https t coDJhVqLwL0K",3
"3806",3834,815723130,"brand","The House of Lords have supported a motion  307 277  to delay the government s planned cuts in tax credits  The    https t colzt7rTAVC8",1
"3807",3835,815723131,"female","Omg I love the new Video of      Is greaaaat",2
"3808",3836,815723132,"female","The Modeling Industry Told This Girl Her Butt Is  Way Too    https t coJYyeUaSpnd https t cowEhf7xTMLL",2
"3810",3838,815723134,"male","AND they proved themselves true professionals by  taking the scraps theyre given and performing beautifully",3
"3811",3839,815723135,"brand","The cost will be  4 00 for entry into the district game",1
"3812",3840,815723136,"female","Nothing makes me want to cry more than the moment before my mental health test   Except after my mental health test",2
"3813",3841,815723137,"brand","It is only you who can change the way your life is  take a leap of faith and believe in you",1
"3815",3843,815723139,"male","Nothing is impossible  the word itself says I m possible",3
"3816",3844,815723140,"brand","iphone  apple Deals https t co6WEo1YG2bo  4052 Belkin WeMo Switch The iPhone Home Remote NIB NEW      https t coaKizugke9j",1
"3817",3845,815723141,"male","I liked a  video https t co9W9Wkzzhzn Josh Daniel takes on Taylor Swift smash   Judges Houses   The X Factor 2015",3
"3818",3846,815723142,"female","Must watch  it is the best explaination on forgiveness I have ever seen  Thank you Dr  Marmer and Prager U  https t coyALPxOMa2b",2
"3819",3847,815723143,"female","I think you re right  My brain in particular is whizzing all the time  It s surprising how tiring that can be",2
"3820",3848,815723144,"brand","Streets Of London by Ralph McTell is  nowplaying in The Sun  Lancaster   Download it now at https t cosXpFGku7qI",1
"3822",3850,815723146,"female","I can t deny that I m devastated about not winning  iHeartAriana   I truly am  but I send all of my love  amp  congrats to all of the winners",2
"3823",3851,815723147,"male","Carra in the fat Italian",3
"3824",3852,815723148,"male","Making good and steady progress in the gym",3
"3825",3853,815723149,"male","And to make it worse he flew all the way back from New York to do so   taxcredits",3
"3826",3854,815723150,"female","LOOOOOL she s the worst",2
"3827",3855,815723151,"female","Every characters die immediately in the previous season no suspense Hershel Shane Lori Beth I think Glenn still alive",2
"3828",3856,815723152,"male","because no one wants to see ANOTHER Steve Jobs  https t corIDoWAbDv2",3
"3829",3857,815723153,"brand","2015 World Series  How the Royals and Mets match up https t coHU7KY2kjaj  USA  Sports https t cob13AJhTgA9    https t cob13AJhTgA9",1
"3830",3858,815723154,"female","shut up  No     Shut up     The shocks that you give from the titles     I am going to have a heart ache one day",2
"3831",3859,815723155,"female","Submit your  blog posts for a chance to be Featured on Pins of the Week   blogging https t coVmsJ5zMybY https t co9ZzkSITayz",2
"3832",3860,815723156,"male","If you got a Mini Cooper and you don t know what  save the wave  means    Sell your shit ASAP please  Fake fan ass mfs",3
"3833",3861,815723157,"male","1  of taxpayers have already paid for public records  No statetuition    used for the expenses  according to UNC",3
"3834",3862,815723158,"male","I m talkin bout the factoring homework niggy",3
"3835",3863,815723159,"female","i know what u say n  idk hoW u say n it        like what s the concept",2
"3836",3864,815723160,"male","Soon as I get an interview I guarantee the job in the bag",3
"3839",3867,815723163,"brand","Read This Book https t coJH0pfPOnlX  4118 The Art of Living According to Joe Beef   A Cookbook of Sorts by Mere    https t coEpnl721dbT",1
"3840",3868,815723164,"brand","At  800 with free shipping  the Lightspeed Zulu 2 may be the best value headset right now  https t coXKVpv4xWNS https t covuiC5cgLXz",1
"3841",3869,815723165,"female","MY VINE MADE IT ON THE RISE     https t coRUaQ5fabKz",2
"3842",3870,815723166,"brand","C Stone The Breadwinner cosigns  https t co7NkAbCQ9XH",1
"3843",3871,815723167,"female","Uyanya   Just log out nje    TUT students would have defeated the ALL blacks",2
"3844",3872,815723168,"male","do you have the video",3
"3845",3873,815723169,"brand","Do I have the world s largest inbox   Can anyone beat 4 2Billion messages     worldrecordinbox  4 2Billionmessages https t coy5fKhTJBA4",1
"3846",3874,815723170,"male","Scouts Guide to the Zombie Apocalypse     EXCLUSIVE RED BAND Trailer https t coplkEnAx5Mj",3
"3847",3875,815723171,"brand","pro palastine and away to the synagogue  a bit of a hypocrite  and im snp voter",1
"3848",3876,815723172,"male","I liked a  video from  https t coSwj8GXr9Sn DESTINY The First Curse Fully Upgraded Exotic Hand Cannon Review  The",3
"3849",3877,815723173,"female","Feeling the aftermath of my workout yesterday  Hurts so GOOD",2
"3850",3878,815723174,"female","If your websitebrochure is full of errors  people remember the errors  if they are written well  people remember you  Use a  proofreader",2
"3851",3879,815723175,"male","You going to Kansas City for World Series   the woman asks in a perfectly reasonable question  So why was my first reaction to laugh",3
"3852",3880,815723176,"brand","Digital share dealing on the internet  Investment in the superior profitable online stocks  At share  https t coZ7ethexBYg",1
"3853",3881,815723177,"male","I m on the wine tonight",3
"3855",3883,815723179,"male","For The Record     P4LApproved https t conKQ9WpdbYe",3
"3857",3885,815723181,"male","The iPhone 6S Giveaway   TouchArcade Deals https t co0wrWHAg44f via",3
"3859",3887,815723183,"brand","Our 3 writers  discuss how they all started out by writing the books they wanted to read https t coQY3h5nZt2j",1
"3860",3888,815723184,"female","Often   The weeknd   Siet  o",2
"3861",3889,815723185,"male","The Mysteries of Florence by Lippard George https t colkrsviYgy6 https t co0dgIOZOvcI",3
"3862",3890,815723186,"male","the best",3
"3863",3891,815723187,"brand","Canadian firefighters seal an oil well in Kuwait after Iraqi sabotage during the Gulf War  1991 https t coSbVFOW2tz7",1
"3864",3892,815723188,"brand","Read This Book  gt  https t cobaGu6LzaYh  2958 SIGNED  Jessie Burton THE MINIATURIST  Picado HC w DJ   1st Edit    https t co5lWoBDug1i",1
"3865",3893,815723189,"female","Just walked in the house  felt something on my head  grabbed it and it was a wasp  Welcome home Jesse",2
"3867",3895,815723191,"female","Inspiration throughout the day   Great day with some wonderful educators here in Michigan  rubiconpd https t co3Hn2xZGLFM",2
"3868",3896,815723192,"female","Free premium Spotify is the best premium Spotify",2
"3869",3897,815723193,"brand","Consumers to the U N   Kick big polluters out of climate negotiations https t cobcCgdoW8qO",1
"3871",3899,815723195,"male","thanks Noners     Miss seeing you in the hallway everyday",3
"3872",3900,815723196,"brand","The world of reality has its limits  the world of imagination is boundless    Jean Jacques Rousseau  quote  art",1
"3873",3901,815723197,"female","The Oliver Warbucks  Oliver Warbucks the millionaire  https t coJDSvXFWGFk",2
"3874",3902,815723198,"male","At the end of the day  let there be no excuses  no explanations  no regrets       Steve Maraboli  quote",3
"3875",3903,815723199,"female","Hi  I want to unlock  BalmainxHMRegentStreet to win tickets to the exclusive shopping event  https t co4G4KHrt8la",2
"3876",3904,815723200,"male","My dumbass looked between 11 and 12 for the 10th floor elevator button",3
"3877",3905,815723201,"brand","LovingSanders  Cons and pros of managing medication for ADHD https t coDKt48Tsr5U  adhd  parenting",1
"3878",3906,815723202,"male","Facebook seems to have identified the darker side of my sense of humor  https t coZsPk45qe6D",3
"3879",3907,815723203,"female","It is so true  Have taken shots of my ass  pussy and titties in the bathroom  my office and downstairs mech room  https t coYtG2WdrOeN",2
"3880",3908,815723204,"female","Friday the 13th",2
"3881",3909,815723205,"brand","iori really outdid himself the stitching on my eyes is really nice",1
"3882",3910,815723206,"brand","my digital watch back in the 80s probably had more memory than that   O",1
"3883",3911,815723207,"male","FY 2017 BUDGET WMATA https t coaxWE7AFoU4 via",3
"3884",3912,815723208,"male","sound like the south",3
"3885",3913,815723209,"female","I m sorry about the headache   Miserable beasts  Feel better",2
"3886",3914,815723210,"female","The sense of  I m not good enough  is universal     or at least I hope it is       MissouriMedal",2
"3888",3916,815723212,"brand","Rock the Kasbah  and  Jem and the Holograms  are two of the worst flops in movie history https t codoEiuDk79S https t co9JEVFOQFRI",1
"3889",3917,815723213,"brand","The Teacher Job Fair went really well   Our students were excited to interview with schools  amp  the employers loved our students   SMTTT",1
"3890",3918,815723214,"brand","Found a Transponder Snail  Get an inside look at the ever cheerful Buggy Pirates   TreCru https t cou51DD2KZ6h",1
"3891",3919,815723215,"female","Got new  gear for the  classes I teach      Thanks    SquatForAssToMatchSass https t coODz28VqtnH",2
"3892",3920,815723216,"female","not sure if you remember Im the youngest daughter of Eddie Rodriguez po I just wanted to say Hi    https t coO8eYUjgSVu",2
"3893",3921,815723217,"male","No more typing  How to prepare for the next wave of  voicesearch https t coUtdlLwdAUY  seo  sem https t co7ZnkUTNrem",3
"3894",3922,815723218,"female","NOT KNOWING NEGIMA OR KEN AKAMATSU  WHAT THE FUCK",2
"3895",3923,815723219,"brand","The combo of heat and humidity in the Mideast may be intolerable for humans by the end of the century https t colyQ2fcEp6W  publichealth",1
"3896",3924,815723220,"female","Proud of myself for doing well on my final  but it still doesn t change the fact I m stuck with a  B      TypeAProbs",2
"3897",3925,815723221,"brand","J amp amp J device heads say the new med tech innovation model calls for more external partnerships https t coWuqjPGjUTp",1
"3898",3926,815723222,"female","There is nothing worse than the sharp image of a fuzzy concept  ANSEL ADAMS          https t coq9tkw6Juai",2
"3899",3927,815723223,"male","I ve smoked like a chimney in my youth and I am all for it to be left to the individual to decide if they want to    https t co0MyZ1K5iDL",3
"3900",3928,815723224,"male","you deserve every bit of happiness the world can give  you re a wonderful person  amp  i m so lucky i found you",3
"3901",3929,815723225,"female","The Irish Riverdance      TraditionalDanceWeek  Represent https t coMtQtQbwiPg",2
"3902",3930,815723226,"female","How to cross the road in Salt Lake City was not in my orientation pack  HVHC https t cotm6Df5qcbh",2
"3903",3931,815723227,"male","Listening  not imitation  may be the sincerest form of flattery    Dr  Joyce Brothers  quote",3
"3904",3932,815723228,"male","guys go follow jacks fan page like now he s amazing and deserves all the success in the world",3
"3905",3933,815723229,"female","I wish the articles I have to read every week were more interesting  They are consistently long and boring",2
"3906",3934,815723230,"brand","DTN USA  2015 World Series  How the Royals and Mets match up                  https t co7cZnY0YczV         https t cob13AJhTgA9",1
"3907",3935,815723231,"brand","four of the ten magic circles around him  Two cut swathes through the black portals the girl had summoned previously",1
"3908",3936,815723232,"female","I came home to the surprise that Juliet now knows her days of the week  abc s and can count to 10 in English and Spanish       proud moment",2
"3909",3937,815723233,"brand","Job  Seattle Catering Service Captain  Woodland Park Zoo   Lancer Hospitality at the Woodland Park Zoo  Seatt    https t coLqV9ldDRvr",1
"3910",3938,815723234,"brand","Wooo  ooah the words  Stage 1 Start  SLIDED ONTO THE SCREEN 2SICK2NASTY",1
"3911",3939,815723235,"brand","I m interviewing one more person then I m getting the hell out of here",1
"3912",3940,815723236,"male","Yep  in light of Basri s Oct  10 email re  geoffmarcy  which Gizmodo calls  jaw dropping   https t coEyPeiGDtHv",3
"3913",3941,815723237,"male","The new iPad pro is out of this world    https t coE8HF2MQnLY",3
"3914",3942,815723238,"brand","Came across this photo  not mine  but love to see photos around The Space Needle Hey  Seattle  You re pretty neat     https t coRTK6Q1LNeN",1
"3915",3944,815723240,"female","No amount of sleep in the world could cure the tiredness i feel         SLEEPYMONDAY    https t coIklR4HvqF8",2
"3916",3945,815723241,"female","If the royals don t win World Series then life is over wtf have I worked for lol the deserve to win",2
"3917",3946,815723242,"brand","The Most Accurate Stock Alert Service Made  240 000 Yesterday https t con4FmW1UTLN     HGG  HGH  HGR",1
"3918",3947,815723243,"female","Photos Of The Day  Airshow hosts World War II era aircraft  veterans  https t cobwsS3D7Tun https t copkLMzMMCam",2
"3919",3948,815723244,"male","Revisiting my work on Designing a  MVP  You can get the free ebook  amp  canvas here  https t covUdYL2oXJV",3
"3921",3950,815723246,"male","October 28  1962  did the US nearly launch nuclear missiles from Okinawa by mistake  https t co3huxxIIMm3",3
"3922",3951,815723247,"brand","Do you want a red blanket or a life saving cure that resulted from the generous donations of these VIPs",1
"3923",3952,815723248,"brand","NowPlaying Snow Patrol   Raze the City https t cohJEYycs7vb",1
"3924",3953,815723249,"male","RadioShow 500 Hours on the air with Sandra Beck  inspiration  advice  here  https t codV2vGxVWGq",3
"3925",3954,815723250,"female","Let s hope this is only  spin   members of Hariri  s Mustaqbal movement are trying to help release the  Saudi prince   Lebanon",2
"3926",3955,815723251,"male","CrownRoyal is not my first attempt at Canadian whisky but i m thinking that at the price it is a bottle may well appear on the shelf",3
"3927",3956,815723252,"female","oh yeah I know  And I feel the same way",2
"3928",3957,815723253,"male","About a 1  bump for eating some food  5  gt 6    About a 20  bump for smoking  1  gt 20    TOTALLY the same scale  TOTALLY",3
"3929",3958,815723254,"female","Photo  I  ve spent the day signing  amp  personalizing copies of STAINED  amp  SCARS for a group of students and    https t co1k83b50aoT",2
"3930",3959,815723255,"male","To the one min niggas          just rub the clit whiles you finger the pussy for 50 mins  trust me she won t be bothered about how long",3
"3931",3960,815723256,"female","Stats for the day have arrived  1 new unfollower  Stats via https t coY0X7NEDMXZ",2
"3932",3961,815723257,"male","NowPlaying The Hills by The Weeknd     https t coqLt7BbOUEw",3
"3933",3962,815723258,"male","salute on the new visuals my G  Dope as fuck",3
"3934",3963,815723259,"brand","US Navy to send a destroyer within 12 miles of disputed islands in the South China Sea https t co7iKgrUDCt0 via",1
"3935",3964,815723260,"brand","TradeWinds  subscription  Malaysia s MMEA holds bunker tanker TradeWinds  subscription  The    https t cow9fZHRrkxj",1
"3936",3965,815723261,"male","Smile As The Waving But We Know you Niggas Hate Us",3
"3937",3966,815723262,"male","In order to play The Joker on screen  one must completely lose themselves in that character  In the end  The Joker truly wins",3
"3938",3967,815723263,"brand","Ooo poor you where those the ones who made you feel bad",1
"3939",3968,815723264,"male","I m actually happy with that draw  that s what the FA cup is all about   FACup  Salop  Gainsborough",3
"3940",3969,815723265,"brand","I mean where are the emirati scientists  Why don t we see them on the front pages of magazines as often as we see young entrepreneurs",1
"3941",3970,815723266,"brand","Anais Zanotti Shows off Her Bikini Body at the Beach in Miami PHOTOS   https t coG3OmuMTSmj  AnaisZanotti  LA",1
"3942",3971,815723267,"brand","THE CLINTON BODY COUNT AMERICAS FREEDOM FIGHTERS  You all need to spread this absolutely everywhere  https t coVslv76rpQE",1
"3943",3972,815723268,"female","The True Face of Brazil in your language Dilma Rousseff the Brazilian people will throw you in the trash your trash https t com3VfnwFEFQ",2
"3944",3973,815723269,"male","keep the funk alive",3
"3945",3974,815723270,"male","Looking forward to reconnecting with colleagues  amp  friends  one and the same   esricanadauc  halifax  amp  education presentations",3
"3946",3975,815723271,"male","You can make excuses or you can chose to be the exception   strive",3
"3947",3976,815723272,"female","Honestly I m the only one that thinks or talks about you  Not that I care    because I hate when my family is treated wrong",2
"3948",3977,815723273,"female","when does the gradebook close",2
"3949",3978,815723274,"male","A Business book fable about transformation  https t co9xDPEw2uBs https t coG9jWkMmxfG",3
"3950",3979,815723275,"female","THE BAY IS JUMPING WITH THIS NEW SONG     WhoDat w  https t couE6NSNUKQ0",2
"3951",3980,815723276,"male","Nothing paranoid about pointing the fact that you and Myrtle are friends and she pulls your strings  twat",3
"3953",3982,815723278,"male","is it to late to bring back Wayne Fontes  He took the Lions to the Playoffs",3
"3954",3983,815723279,"female","oh man i cant even buy the tickets for the tour i ll be doing a test",2
"3955",3984,815723280,"brand","Where is Belgrade on the map  Play the game at https t co7lGU5zebeR  Belgrade",1
"3956",3985,815723281,"female","There s this vile part of my brain that immediately tries to shame me out of making any but the most financially practical life choice",2
"3957",3986,815723282,"male","I liked a  video from  https t coGCtryloSAI  MARTIN THE TROLLER   Call of Duty Zombies  Asgard  Custom Map",3
"3958",3987,815723283,"male","The Best From World MasterCard Fashion Week SS16 https t coIcpfFaxyj2 via",3
"3959",3988,815723284,"female","I always go over my data  The new  plan would be awesome   TreatYourFamily",2
"3960",3989,815723285,"brand","A monthly season ticket can be replaced at the station it was bought from  but an administration fee will be charged",1
"3961",3990,815723286,"male","Dog Named Trigger Shoots Indiana Woman in the Foot https t coVHKyD332n9",3
"3962",3991,815723287,"brand","Henry Holland designs some peng things  I swear they are the comfiest heels I ve ever had  best fitted too",1
"3963",3992,815723288,"brand","Ketama   You are the reason   NowPlaying on https t coYQfamKAJam  TahananNgOPM",1
"3964",3993,815723289,"male","Football on Wednesday with ma 2 best mates and then hopefully a couple of drinks with the best girl in the world after football",3
"3965",3994,815723290,"brand","Join the Milwaukee Art Museum and Art s Cameras Plus in the Here and Home   MKEChallenge  a six week photography    https t coLzraEVOVPv",1
"3966",3995,815723291,"female","Number crunching for the past day   2 new unfollowers  Stats via https t corfIkymSBNd",2
"3967",3996,815723292,"male","University of Mississippi will no longer display the state flag on campus https t coWq4QuycB87",3
"3968",3997,815723293,"male","NOW ONLY  0 99  The Song of the Mockingbird   REVIEW    Of all the thousands of books I ve read  never have I come across one like this   ht",3
"3969",3998,815723294,"female","your ass washing the sheets  Shut up  Lol",2
"3970",3999,815723295,"brand","who has a  TherapyDog named Flower  shares the best  pets for  seniors  https t co2DCXcDwxha  M https t co0hQUmqYmM2",1
"3971",4000,815723296,"brand","zahir ud Din An active member of the Muslim Conference Peerzada Tayab Shah was  like many others  dismayed when    https t coaKs5FRF5Ce",1
"3972",4001,815723298,"male","22  of what  Allah says about natural calamities In which direction  is to going the  world   earthquakeinpakistan",3
"3973",4002,815723299,"male","My observation of the conservative mindset is that it  s OK to do less than what Scripture allows  as long as we don  t do more",3
"3974",4003,815723300,"brand","Hillary Clinton Blames the GOP for the Issues at the VA https t coaZ5NFNRB0B",1
"3975",4004,815723301,"female","Teen Wolf Is Now Voted The Best Show  1010  4 Time Emmy Winner  https t coUuBJDZM6TS",2
"3976",4005,815723302,"male","Check out the best group of your Russian fans in vk      TBI https t cow8gLiXff7x https t codIfvprB6a1",3
"3977",4006,815723303,"brand","The Kuhner Report   October 26 2015  HOUR 1  HOUR 2   TCOT  TLOT  TEAPARTY  https t coRnubbkj9Cc",1
"3978",4007,815723304,"female","I m late to school EVERYDAY     My teacher doesn t even ask for a pass anymore lol that s sad and I stay right down the street",2
"3979",4008,815723305,"male","Photoset  just the way youre not  This is a real struggle amongst Muslim women and it  s happening everyday    https t cortKQuQDYap",3
"3980",4010,815723307,"female","Number crunching for the past day   1 new follower and NO unfollowers  Stats via https t cobooxTnUwe1",2
"3981",4011,815723308,"male","Found a Transponder Snail  Killer rabbits     The amazing fauna of one winter island   TreCru https t coH2Loy44Pk4",3
"3982",4012,815723309,"female","I m trying to write a paper in response to articles on the topics of cultural appropriation while also not overstepping any boundaries",2
